idx,Symbol,avg,Date,Open,High,Low,Close,date,time,hour,ampm,ts
6975,,6399.59,,,,,,Sun Nov 04 2018 08:00:00 GMT+0000 (Greenwich Mean Time),08-AM,8,AM,
6976,,6390.22,,,,,,Sun Nov 04 2018 07:00:00 GMT+0000 (Greenwich Mean Time),07-AM,7,AM,
6977,,6380.485000000001,,,,,,Sun Nov 04 2018 06:00:00 GMT+0000 (Greenwich Mean Time),06-AM,6,AM,
6978,,6365.8099999999995,,,,,,Sun Nov 04 2018 05:00:00 GMT+0000 (Greenwich Mean Time),05-AM,5,AM,
6979,,6365.91,,,,,,Sun Nov 04 2018 04:00:00 GMT+0000 (Greenwich Mean Time),04-AM,4,AM,
6980,,6374.389999999999,,,,,,Sun Nov 04 2018 03:00:00 GMT+0000 (Greenwich Mean Time),03-AM,3,AM,
6981,,6374.54,,,,,,Sun Nov 04 2018 02:00:00 GMT+0000 (Greenwich Mean Time),02-AM,2,AM,
6982,,6371.68,,,,,,Sun Nov 04 2018 01:00:00 GMT+0000 (Greenwich Mean Time),01-AM,1,AM,
6983,,6379.165,,,,,,Sun Nov 04 2018 12:00:00 GMT+0000 (Greenwich Mean Time),12-AM,12,AM,
6984,,6386.075000000001,,,,,,Sat Nov 03 2018 23:00:00 GMT+0000 (Greenwich Mean Time),11-PM,23,PM,
6985,,6385.635,,,,,,Sat Nov 03 2018 22:00:00 GMT+0000 (Greenwich Mean Time),10-PM,22,PM,
6986,,6387.605,,,,,,Sat Nov 03 2018 21:00:00 GMT+0000 (Greenwich Mean Time),09-PM,21,PM,
6987,,6382.17,,,,,,Sat Nov 03 2018 20:00:00 GMT+0000 (Greenwich Mean Time),08-PM,20,PM,
6988,,6374.215,,,,,,Sat Nov 03 2018 19:00:00 GMT+0000 (Greenwich Mean Time),07-PM,19,PM,
6989,,6374.045,,,,,,Sat Nov 03 2018 18:00:00 GMT+0000 (Greenwich Mean Time),06-PM,18,PM,
6990,,6372.495,,,,,,Sat Nov 03 2018 17:00:00 GMT+0000 (Greenwich Mean Time),05-PM,17,PM,
6991,,6371.995,,,,,,Sat Nov 03 2018 16:00:00 GMT+0000 (Greenwich Mean Time),04-PM,16,PM,
6992,,6372.1900000000005,,,,,,Sat Nov 03 2018 15:00:00 GMT+0000 (Greenwich Mean Time),03-PM,15,PM,
6993,,6366.635,,,,,,Sat Nov 03 2018 14:00:00 GMT+0000 (Greenwich Mean Time),02-PM,14,PM,
6994,,6366.755,,,,,,Sat Nov 03 2018 13:00:00 GMT+0000 (Greenwich Mean Time),01-PM,13,PM,
6995,,6368.83,,,,,,Sun Nov 04 2018 00:00:00 GMT+0000 (Greenwich Mean Time),12-PM,24,PM,
6996,,6372.665,,,,,,Sat Nov 03 2018 11:00:00 GMT+0000 (Greenwich Mean Time),11-AM,11,AM,
6997,,6374.9349999999995,,,,,,Sat Nov 03 2018 10:00:00 GMT+0000 (Greenwich Mean Time),10-AM,10,AM,
6998,,6390.79,,,,,,Sat Nov 03 2018 09:00:00 GMT+0000 (Greenwich Mean Time),09-AM,9,AM,
6999,,6409.04,,,,,,Sat Nov 03 2018 08:00:00 GMT+0000 (Greenwich Mean Time),08-AM,8,AM,
7000,,6410.78,,,,,,Sat Nov 03 2018 07:00:00 GMT+0000 (Greenwich Mean Time),07-AM,7,AM,
7001,,6414.135,,,,,,Sat Nov 03 2018 06:00:00 GMT+0000 (Greenwich Mean Time),06-AM,6,AM,
7002,,6416.49,,,,,,Sat Nov 03 2018 05:00:00 GMT+0000 (Greenwich Mean Time),05-AM,5,AM,
7003,,6416.57,,,,,,Sat Nov 03 2018 04:00:00 GMT+0000 (Greenwich Mean Time),04-AM,4,AM,
7004,,6418.424999999999,,,,,,Sat Nov 03 2018 03:00:00 GMT+0000 (Greenwich Mean Time),03-AM,3,AM,
7005,,6423.469999999999,,,,,,Sat Nov 03 2018 02:00:00 GMT+0000 (Greenwich Mean Time),02-AM,2,AM,
7006,,6427.63,,,,,,Sat Nov 03 2018 01:00:00 GMT+0000 (Greenwich Mean Time),01-AM,1,AM,
7007,,6432.1,,,,,,Sat Nov 03 2018 12:00:00 GMT+0000 (Greenwich Mean Time),12-AM,12,AM,
7008,,6432.969999999999,,,,,,Fri Nov 02 2018 23:00:00 GMT+0000 (Greenwich Mean Time),11-PM,23,PM,
7009,,6436.094999999999,,,,,,Fri Nov 02 2018 22:00:00 GMT+0000 (Greenwich Mean Time),10-PM,22,PM,
7010,,6436.385,,,,,,Fri Nov 02 2018 21:00:00 GMT+0000 (Greenwich Mean Time),09-PM,21,PM,
7011,,6431.764999999999,,,,,,Fri Nov 02 2018 20:00:00 GMT+0000 (Greenwich Mean Time),08-PM,20,PM,
7012,,6428.0650000000005,,,,,,Fri Nov 02 2018 19:00:00 GMT+0000 (Greenwich Mean Time),07-PM,19,PM,
7013,,6421.02,,,,,,Fri Nov 02 2018 18:00:00 GMT+0000 (Greenwich Mean Time),06-PM,18,PM,
7014,,6419.18,,,,,,Fri Nov 02 2018 17:00:00 GMT+0000 (Greenwich Mean Time),05-PM,17,PM,
7015,,6423.13,,,,,,Fri Nov 02 2018 16:00:00 GMT+0000 (Greenwich Mean Time),04-PM,16,PM,
7016,,6432.405000000001,,,,,,Fri Nov 02 2018 15:00:00 GMT+0000 (Greenwich Mean Time),03-PM,15,PM,
7017,,6432.46,,,,,,Fri Nov 02 2018 14:00:00 GMT+0000 (Greenwich Mean Time),02-PM,14,PM,
7018,,6420.4349999999995,,,,,,Fri Nov 02 2018 13:00:00 GMT+0000 (Greenwich Mean Time),01-PM,13,PM,
7019,,6418.66,,,,,,Sat Nov 03 2018 00:00:00 GMT+0000 (Greenwich Mean Time),12-PM,24,PM,
7020,,6415.68,,,,,,Fri Nov 02 2018 11:00:00 GMT+0000 (Greenwich Mean Time),11-AM,11,AM,
7021,,6407.51,,,,,,Fri Nov 02 2018 10:00:00 GMT+0000 (Greenwich Mean Time),10-AM,10,AM,
7022,,6409.705,,,,,,Fri Nov 02 2018 09:00:00 GMT+0000 (Greenwich Mean Time),09-AM,9,AM,
7023,,6419.795,,,,,,Fri Nov 02 2018 08:00:00 GMT+0000 (Greenwich Mean Time),08-AM,8,AM,
7024,,6425.585,,,,,,Fri Nov 02 2018 07:00:00 GMT+0000 (Greenwich Mean Time),07-AM,7,AM,
7025,,6428.895,,,,,,Fri Nov 02 2018 06:00:00 GMT+0000 (Greenwich Mean Time),06-AM,6,AM,
7026,,6428.625,,,,,,Fri Nov 02 2018 05:00:00 GMT+0000 (Greenwich Mean Time),05-AM,5,AM,
7027,,6428.700000000001,,,,,,Fri Nov 02 2018 04:00:00 GMT+0000 (Greenwich Mean Time),04-AM,4,AM,
7028,,6431.655000000001,,,,,,Fri Nov 02 2018 03:00:00 GMT+0000 (Greenwich Mean Time),03-AM,3,AM,
7029,,6437.54,,,,,,Fri Nov 02 2018 02:00:00 GMT+0000 (Greenwich Mean Time),02-AM,2,AM,
7030,,6447.005,,,,,,Fri Nov 02 2018 01:00:00 GMT+0000 (Greenwich Mean Time),01-AM,1,AM,
7031,,6430.135,,,,,,Fri Nov 02 2018 12:00:00 GMT+0000 (Greenwich Mean Time),12-AM,12,AM,
7032,,6405.645,,,,,,Thu Nov 01 2018 23:00:00 GMT+0000 (Greenwich Mean Time),11-PM,23,PM,
7033,,6408.63,,,,,,Thu Nov 01 2018 22:00:00 GMT+0000 (Greenwich Mean Time),10-PM,22,PM,
7034,,6410.985000000001,,,,,,Thu Nov 01 2018 21:00:00 GMT+0000 (Greenwich Mean Time),09-PM,21,PM,
7035,,6392.84,,,,,,Thu Nov 01 2018 20:00:00 GMT+0000 (Greenwich Mean Time),08-PM,20,PM,
7036,,6376.8099999999995,,,,,,Thu Nov 01 2018 19:00:00 GMT+0000 (Greenwich Mean Time),07-PM,19,PM,
7037,,6373.415,,,,,,Thu Nov 01 2018 18:00:00 GMT+0000 (Greenwich Mean Time),06-PM,18,PM,
7038,,6370.245000000001,,,,,,Thu Nov 01 2018 17:00:00 GMT+0000 (Greenwich Mean Time),05-PM,17,PM,
7039,,6367.415,,,,,,Thu Nov 01 2018 16:00:00 GMT+0000 (Greenwich Mean Time),04-PM,16,PM,
7040,,6368.115,,,,,,Thu Nov 01 2018 15:00:00 GMT+0000 (Greenwich Mean Time),03-PM,15,PM,
7041,,6366.49,,,,,,Thu Nov 01 2018 14:00:00 GMT+0000 (Greenwich Mean Time),02-PM,14,PM,
7042,,6365.735,,,,,,Thu Nov 01 2018 13:00:00 GMT+0000 (Greenwich Mean Time),01-PM,13,PM,
7043,,6367.235,,,,,,Fri Nov 02 2018 00:00:00 GMT+0000 (Greenwich Mean Time),12-PM,24,PM,
7044,,6367.52,,,,,,Thu Nov 01 2018 11:00:00 GMT+0000 (Greenwich Mean Time),11-AM,11,AM,
7045,,6369.015,,,,,,Thu Nov 01 2018 10:00:00 GMT+0000 (Greenwich Mean Time),10-AM,10,AM,
7046,,6371.985000000001,,,,,,Thu Nov 01 2018 09:00:00 GMT+0000 (Greenwich Mean Time),09-AM,9,AM,
7047,,6381.495,,,,,,Thu Nov 01 2018 08:00:00 GMT+0000 (Greenwich Mean Time),08-AM,8,AM,
7048,,6383.764999999999,,,,,,Thu Nov 01 2018 07:00:00 GMT+0000 (Greenwich Mean Time),07-AM,7,AM,
7049,,6371.469999999999,,,,,,Thu Nov 01 2018 06:00:00 GMT+0000 (Greenwich Mean Time),06-AM,6,AM,
7050,,6365.715,,,,,,Thu Nov 01 2018 05:00:00 GMT+0000 (Greenwich Mean Time),05-AM,5,AM,
7051,,6364.8099999999995,,,,,,Thu Nov 01 2018 04:00:00 GMT+0000 (Greenwich Mean Time),04-AM,4,AM,
7052,,6363.155000000001,,,,,,Thu Nov 01 2018 03:00:00 GMT+0000 (Greenwich Mean Time),03-AM,3,AM,
7053,,6362.8099999999995,,,,,,Thu Nov 01 2018 02:00:00 GMT+0000 (Greenwich Mean Time),02-AM,2,AM,
7054,,6363.95,,,,,,Thu Nov 01 2018 01:00:00 GMT+0000 (Greenwich Mean Time),01-AM,1,AM,
7055,,6368.965,,,,,,Thu Nov 01 2018 12:00:00 GMT+0000 (Greenwich Mean Time),12-AM,12,AM,
7056,,6372.875,,,,,,Wed Oct 31 2018 23:00:00 GMT+0000 (Greenwich Mean Time),11-PM,23,PM,
7057,,6372.87,,,,,,Wed Oct 31 2018 22:00:00 GMT+0000 (Greenwich Mean Time),10-PM,22,PM,
7058,,6370.465,,,,,,Wed Oct 31 2018 21:00:00 GMT+0000 (Greenwich Mean Time),09-PM,21,PM,
7059,,6370.1900000000005,,,,,,Wed Oct 31 2018 20:00:00 GMT+0000 (Greenwich Mean Time),08-PM,20,PM,
7060,,6369.59,,,,,,Wed Oct 31 2018 19:00:00 GMT+0000 (Greenwich Mean Time),07-PM,19,PM,
7061,,6363.725,,,,,,Wed Oct 31 2018 18:00:00 GMT+0000 (Greenwich Mean Time),06-PM,18,PM,
7062,,6368.870000000001,,,,,,Wed Oct 31 2018 17:00:00 GMT+0000 (Greenwich Mean Time),05-PM,17,PM,
7063,,6386.450000000001,,,,,,Wed Oct 31 2018 16:00:00 GMT+0000 (Greenwich Mean Time),04-PM,16,PM,
7064,,6330.02,,,,,,Wed Oct 31 2018 15:00:00 GMT+0000 (Greenwich Mean Time),03-PM,15,PM,
7065,,6289.395,,,,,,Wed Oct 31 2018 14:00:00 GMT+0000 (Greenwich Mean Time),02-PM,14,PM,
7066,,6324.139999999999,,,,,,Wed Oct 31 2018 13:00:00 GMT+0000 (Greenwich Mean Time),01-PM,13,PM,
7067,,6333.299999999999,,,,,,Thu Nov 01 2018 00:00:00 GMT+0000 (Greenwich Mean Time),12-PM,24,PM,
7068,,6334.525,,,,,,Wed Oct 31 2018 11:00:00 GMT+0000 (Greenwich Mean Time),11-AM,11,AM,
7069,,6331.09,,,,,,Wed Oct 31 2018 10:00:00 GMT+0000 (Greenwich Mean Time),10-AM,10,AM,
7070,,6327.17,,,,,,Wed Oct 31 2018 09:00:00 GMT+0000 (Greenwich Mean Time),09-AM,9,AM,
7071,,6332.335,,,,,,Wed Oct 31 2018 08:00:00 GMT+0000 (Greenwich Mean Time),08-AM,8,AM,
7072,,6334.62,,,,,,Wed Oct 31 2018 07:00:00 GMT+0000 (Greenwich Mean Time),07-AM,7,AM,
7073,,6336.48,,,,,,Wed Oct 31 2018 06:00:00 GMT+0000 (Greenwich Mean Time),06-AM,6,AM,
7074,,6339.07,,,,,,Wed Oct 31 2018 05:00:00 GMT+0000 (Greenwich Mean Time),05-AM,5,AM,
7075,,6339.24,,,,,,Wed Oct 31 2018 04:00:00 GMT+0000 (Greenwich Mean Time),04-AM,4,AM,
7076,,6338.945,,,,,,Wed Oct 31 2018 03:00:00 GMT+0000 (Greenwich Mean Time),03-AM,3,AM,
7077,,6337.094999999999,,,,,,Wed Oct 31 2018 02:00:00 GMT+0000 (Greenwich Mean Time),02-AM,2,AM,
7078,,6339.57,,,,,,Wed Oct 31 2018 01:00:00 GMT+0000 (Greenwich Mean Time),01-AM,1,AM,
7079,,6337.16,,,,,,Wed Oct 31 2018 12:00:00 GMT+0000 (Greenwich Mean Time),12-AM,12,AM,
7080,,6327.71,,,,,,Tue Oct 30 2018 23:00:00 GMT+0000 (Greenwich Mean Time),11-PM,23,PM,
7081,,6325.54,,,,,,Tue Oct 30 2018 22:00:00 GMT+0000 (Greenwich Mean Time),10-PM,22,PM,
7082,,6335.764999999999,,,,,,Tue Oct 30 2018 21:00:00 GMT+0000 (Greenwich Mean Time),09-PM,21,PM,
7083,,6338.5,,,,,,Tue Oct 30 2018 20:00:00 GMT+0000 (Greenwich Mean Time),08-PM,20,PM,
7084,,6335.264999999999,,,,,,Tue Oct 30 2018 19:00:00 GMT+0000 (Greenwich Mean Time),07-PM,19,PM,
7085,,6340.245,,,,,,Tue Oct 30 2018 18:00:00 GMT+0000 (Greenwich Mean Time),06-PM,18,PM,
7086,,6340.45,,,,,,Tue Oct 30 2018 17:00:00 GMT+0000 (Greenwich Mean Time),05-PM,17,PM,
7087,,6346.455,,,,,,Tue Oct 30 2018 16:00:00 GMT+0000 (Greenwich Mean Time),04-PM,16,PM,
7088,,6351.255,,,,,,Tue Oct 30 2018 15:00:00 GMT+0000 (Greenwich Mean Time),03-PM,15,PM,
7089,,6353.42,,,,,,Tue Oct 30 2018 14:00:00 GMT+0000 (Greenwich Mean Time),02-PM,14,PM,
7090,,6361.35,,,,,,Tue Oct 30 2018 13:00:00 GMT+0000 (Greenwich Mean Time),01-PM,13,PM,
7091,,6361.71,,,,,,Wed Oct 31 2018 00:00:00 GMT+0000 (Greenwich Mean Time),12-PM,24,PM,
7092,,6353.65,,,,,,Tue Oct 30 2018 11:00:00 GMT+0000 (Greenwich Mean Time),11-AM,11,AM,
7093,,6348.77,,,,,,Tue Oct 30 2018 10:00:00 GMT+0000 (Greenwich Mean Time),10-AM,10,AM,
7094,,6351.38,,,,,,Tue Oct 30 2018 09:00:00 GMT+0000 (Greenwich Mean Time),09-AM,9,AM,
7095,,6363.25,,,,,,Tue Oct 30 2018 08:00:00 GMT+0000 (Greenwich Mean Time),08-AM,8,AM,
7096,,6378.1,,,,,,Tue Oct 30 2018 07:00:00 GMT+0000 (Greenwich Mean Time),07-AM,7,AM,
7097,,6376.505,,,,,,Tue Oct 30 2018 06:00:00 GMT+0000 (Greenwich Mean Time),06-AM,6,AM,
7098,,6375.335,,,,,,Tue Oct 30 2018 05:00:00 GMT+0000 (Greenwich Mean Time),05-AM,5,AM,
7099,,6372.3099999999995,,,,,,Tue Oct 30 2018 04:00:00 GMT+0000 (Greenwich Mean Time),04-AM,4,AM,
7100,,6358.765,,,,,,Tue Oct 30 2018 03:00:00 GMT+0000 (Greenwich Mean Time),03-AM,3,AM,
7101,,6350.835,,,,,,Tue Oct 30 2018 02:00:00 GMT+0000 (Greenwich Mean Time),02-AM,2,AM,
7102,,6352.485,,,,,,Tue Oct 30 2018 01:00:00 GMT+0000 (Greenwich Mean Time),01-AM,1,AM,
7103,,6350.785,,,,,,Tue Oct 30 2018 12:00:00 GMT+0000 (Greenwich Mean Time),12-AM,12,AM,
7104,,6345.5,,,,,,Mon Oct 29 2018 23:00:00 GMT+0000 (Greenwich Mean Time),11-PM,23,PM,
7105,,6335.264999999999,,,,,,Mon Oct 29 2018 22:00:00 GMT+0000 (Greenwich Mean Time),10-PM,22,PM,
7106,,6328.02,,,,,,Mon Oct 29 2018 21:00:00 GMT+0000 (Greenwich Mean Time),09-PM,21,PM,
7107,,6334.055,,,,,,Mon Oct 29 2018 20:00:00 GMT+0000 (Greenwich Mean Time),08-PM,20,PM,
7108,,6348.825000000001,,,,,,Mon Oct 29 2018 19:00:00 GMT+0000 (Greenwich Mean Time),07-PM,19,PM,
7109,,6357.455,,,,,,Mon Oct 29 2018 18:00:00 GMT+0000 (Greenwich Mean Time),06-PM,18,PM,
7110,,6360.7,,,,,,Mon Oct 29 2018 17:00:00 GMT+0000 (Greenwich Mean Time),05-PM,17,PM,
7111,,6375.3,,,,,,Mon Oct 29 2018 16:00:00 GMT+0000 (Greenwich Mean Time),04-PM,16,PM,
7112,,6374.725,,,,,,Mon Oct 29 2018 15:00:00 GMT+0000 (Greenwich Mean Time),03-PM,15,PM,
7113,,6367.825000000001,,,,,,Mon Oct 29 2018 14:00:00 GMT+0000 (Greenwich Mean Time),02-PM,14,PM,
7114,,6360.385,,,,,,Mon Oct 29 2018 13:00:00 GMT+0000 (Greenwich Mean Time),01-PM,13,PM,
7115,,6390.955,,,,,,Tue Oct 30 2018 00:00:00 GMT+0000 (Greenwich Mean Time),12-PM,24,PM,
7116,,6460.45,,,,,,Mon Oct 29 2018 11:00:00 GMT+0000 (Greenwich Mean Time),11-AM,11,AM,
7117,,6489.695,,,,,,Mon Oct 29 2018 10:00:00 GMT+0000 (Greenwich Mean Time),10-AM,10,AM,
7118,,6493.655000000001,,,,,,Mon Oct 29 2018 09:00:00 GMT+0000 (Greenwich Mean Time),09-AM,9,AM,
7119,,6498.945,,,,,,Mon Oct 29 2018 08:00:00 GMT+0000 (Greenwich Mean Time),08-AM,8,AM,
7120,,6498.22,,,,,,Mon Oct 29 2018 07:00:00 GMT+0000 (Greenwich Mean Time),07-AM,7,AM,
7121,,6497.05,,,,,,Mon Oct 29 2018 06:00:00 GMT+0000 (Greenwich Mean Time),06-AM,6,AM,
7122,,6497.245,,,,,,Mon Oct 29 2018 05:00:00 GMT+0000 (Greenwich Mean Time),05-AM,5,AM,
7123,,6497.4,,,,,,Mon Oct 29 2018 04:00:00 GMT+0000 (Greenwich Mean Time),04-AM,4,AM,
7124,,6496.59,,,,,,Mon Oct 29 2018 03:00:00 GMT+0000 (Greenwich Mean Time),03-AM,3,AM,
7125,,6493.875,,,,,,Mon Oct 29 2018 02:00:00 GMT+0000 (Greenwich Mean Time),02-AM,2,AM,
7126,,6492.77,,,,,,Mon Oct 29 2018 01:00:00 GMT+0000 (Greenwich Mean Time),01-AM,1,AM,
7127,,6491.98,,,,,,Mon Oct 29 2018 12:00:00 GMT+0000 (Greenwich Mean Time),12-AM,12,AM,
7128,,6482.3,,,,,,Sun Oct 28 2018 23:00:00 GMT+0000 (Greenwich Mean Time),11-PM,23,PM,
7129,,6474.83,,,,,,Sun Oct 28 2018 22:00:00 GMT+0000 (Greenwich Mean Time),10-PM,22,PM,
7130,,6475.54,,,,,,Sun Oct 28 2018 21:00:00 GMT+0000 (Greenwich Mean Time),09-PM,21,PM,
7131,,6472.37,,,,,,Sun Oct 28 2018 20:00:00 GMT+0000 (Greenwich Mean Time),08-PM,20,PM,
7132,,6472.955,,,,,,Sun Oct 28 2018 19:00:00 GMT+0000 (Greenwich Mean Time),07-PM,19,PM,
7133,,6482.885,,,,,,Sun Oct 28 2018 18:00:00 GMT+0000 (Greenwich Mean Time),06-PM,18,PM,
7134,,6491.530000000001,,,,,,Sun Oct 28 2018 17:00:00 GMT+0000 (Greenwich Mean Time),05-PM,17,PM,
7135,,6490.780000000001,,,,,,Sun Oct 28 2018 16:00:00 GMT+0000 (Greenwich Mean Time),04-PM,16,PM,
7136,,6496.455,,,,,,Sun Oct 28 2018 15:00:00 GMT+0000 (Greenwich Mean Time),03-PM,15,PM,
7137,,6505.985,,,,,,Sun Oct 28 2018 14:00:00 GMT+0000 (Greenwich Mean Time),02-PM,14,PM,
7138,,6502.335,,,,,,Sun Oct 28 2018 13:00:00 GMT+0000 (Greenwich Mean Time),01-PM,13,PM,
7139,,6495.91,,,,,,Mon Oct 29 2018 00:00:00 GMT+0000 (Greenwich Mean Time),12-PM,24,PM,
7140,,6492.535,,,,,,Sun Oct 28 2018 11:00:00 GMT+0000 (Greenwich Mean Time),11-AM,11,AM,
7141,,6491.84,,,,,,Sun Oct 28 2018 10:00:00 GMT+0000 (Greenwich Mean Time),10-AM,10,AM,
7142,,6491.99,,,,,,Sun Oct 28 2018 09:00:00 GMT+0000 (Greenwich Mean Time),09-AM,9,AM,
7143,,6492.565,,,,,,Sun Oct 28 2018 08:00:00 GMT+0000 (Greenwich Mean Time),08-AM,8,AM,
7144,,6495.165,,,,,,Sun Oct 28 2018 07:00:00 GMT+0000 (Greenwich Mean Time),07-AM,7,AM,
7145,,6505.67,,,,,,Sun Oct 28 2018 06:00:00 GMT+0000 (Greenwich Mean Time),06-AM,6,AM,
7146,,6509.01,,,,,,Sun Oct 28 2018 05:00:00 GMT+0000 (Greenwich Mean Time),05-AM,5,AM,
7147,,6501.91,,,,,,Sun Oct 28 2018 04:00:00 GMT+0000 (Greenwich Mean Time),04-AM,4,AM,
7148,,6502.16,,,,,,Sun Oct 28 2018 03:00:00 GMT+0000 (Greenwich Mean Time),03-AM,3,AM,
7149,,6501.645,,,,,,Sun Oct 28 2018 02:00:00 GMT+0000 (Greenwich Mean Time),02-AM,2,AM,
7150,,6497.495,,,,,,Sun Oct 28 2018 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
7151,,6500.915,,,,,,Sun Oct 28 2018 12:00:00 GMT+0000 (Greenwich Mean Time),12-AM,12,AM,
7152,,6504.285,,,,,,Sat Oct 27 2018 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
7153,,6506.085,,,,,,Sat Oct 27 2018 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
7154,,6502.17,,,,,,Sat Oct 27 2018 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
7155,,6492.530000000001,,,,,,Sat Oct 27 2018 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
7156,,6489.1849999999995,,,,,,Sat Oct 27 2018 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
7157,,6492.21,,,,,,Sat Oct 27 2018 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
7158,,6497.120000000001,,,,,,Sat Oct 27 2018 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
7159,,6496.6,,,,,,Sat Oct 27 2018 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
7160,,6503.41,,,,,,Sat Oct 27 2018 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
7161,,6517.93,,,,,,Sat Oct 27 2018 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
7162,,6529.975,,,,,,Sat Oct 27 2018 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
7163,,6535.49,,,,,,Sun Oct 28 2018 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
7164,,6535.37,,,,,,Sat Oct 27 2018 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
7165,,6540.6,,,,,,Sat Oct 27 2018 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
7166,,6542.73,,,,,,Sat Oct 27 2018 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
7167,,6542.545,,,,,,Sat Oct 27 2018 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
7168,,6547.48,,,,,,Sat Oct 27 2018 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
7169,,6547.0650000000005,,,,,,Sat Oct 27 2018 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
7170,,6545.215,,,,,,Sat Oct 27 2018 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
7171,,6548.115,,,,,,Sat Oct 27 2018 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
7172,,6546.57,,,,,,Sat Oct 27 2018 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
7173,,6544.555,,,,,,Sat Oct 27 2018 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
7174,,6545.07,,,,,,Sat Oct 27 2018 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
7175,,6541.37,,,,,,Sat Oct 27 2018 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
7176,,6539.3150000000005,,,,,,Fri Oct 26 2018 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
7177,,6540.375,,,,,,Fri Oct 26 2018 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
7178,,6543.165,,,,,,Fri Oct 26 2018 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
7179,,6545.285,,,,,,Fri Oct 26 2018 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
7180,,6542.395,,,,,,Fri Oct 26 2018 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
7181,,6542.22,,,,,,Fri Oct 26 2018 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
7182,,6546.625,,,,,,Fri Oct 26 2018 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
7183,,6546.8150000000005,,,,,,Fri Oct 26 2018 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
7184,,6542.780000000001,,,,,,Fri Oct 26 2018 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
7185,,6536.3150000000005,,,,,,Fri Oct 26 2018 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
7186,,6537.6900000000005,,,,,,Fri Oct 26 2018 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
7187,,6550.594999999999,,,,,,Sat Oct 27 2018 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
7188,,6556.049999999999,,,,,,Fri Oct 26 2018 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
7189,,6557.1,,,,,,Fri Oct 26 2018 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
7190,,6571.764999999999,,,,,,Fri Oct 26 2018 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
7191,,6558.5650000000005,,,,,,Fri Oct 26 2018 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
7192,,6536.55,,,,,,Fri Oct 26 2018 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
7193,,6539,,,,,,Fri Oct 26 2018 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
7194,,6534.27,,,,,,Fri Oct 26 2018 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
7195,,6529.6,,,,,,Fri Oct 26 2018 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
7196,,6531.08,,,,,,Fri Oct 26 2018 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
7197,,6533.12,,,,,,Fri Oct 26 2018 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
7198,,6535.02,,,,,,Fri Oct 26 2018 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
7199,,6532.445,,,,,,Fri Oct 26 2018 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
